SWV Data Trace - Watch
"0";"error_linear_vel";"6.5"
SWV Data Trace - History
"READ";"1.2000122";"";"207132456";"2.465863 s"
"READ";"-9.0";"";"212677004";"2.531869 s"
"READ";"-7.6666565";"";"218252296";"?"
"READ";"0.0";"";"223780383";"2.664052 s"
"READ";"-6.5";"";"229350556";"?"
"READ";"-0.2000122";"";"234886751";"?"
"READ";"2.2000122";"";"240449864";"2.862498 s"
"READ";"1.6000061";"";"245988451";"?"
"READ";"0.0";"";"251551437";"2.994660 s"
"READ";"1.2000122";"";"257087417";"3.060564 s"
"READ";"2.2000122";"";"262656871";"3.126868 s"
"READ";"0.3999939";"";"268191003";"3.192750 s"
"READ";"-6.3333435";"";"273759071";"3.259037 s"
"READ";"-0.2000122";"";"279293876";"3.324927 s"
"READ";"2.399994";"";"284862323";"?"
"READ";"1.6000061";"";"290397004";"?"
"READ";"0.7999878";"";"295965957";"?"
"READ";"1.6000061";"";"301506435";"?"
"READ";"1.0";"";"307070639";"3.655603 s"
"READ";"0.7999878";"";"312610861";"3.721558 s"
"READ";"-6.0";"";"318173805";"3.787783 s"
"READ";"0.7999878";"";"323723141";"3.853847 s"
"READ";"0.2000122";"";"329294065";"?"
"READ";"0.2000122";"";"334831266";"?"
"READ";"1.2000122";"";"340397112";"?"
"READ";"1.3999939";"";"345939229";"?"
"READ";"0.6000061";"";"351504945";"4.184583 s"
"READ";"1.0";"";"357046763";"4.250557 s"
"READ";"-4.5";"";"362615335";"4.316849 s"
"READ";"0.6000061";"";"368156019";"4.382810 s"
"READ";"-5.3333435";"";"373728329";"?"
"READ";"-5.6666565";"";"379261330";"4.515016 s"
"READ";"0.6000061";"";"384833012";"?"
"READ";"0.0";"";"390372946";"?"
"READ";"1.7999878";"";"395938200";"4.713550 s"
"READ";"-6.1666565";"";"401484428";"4.779577 s"
"READ";"-0.2000122";"";"407049850";"4.845832 s"
"READ";"0.0";"";"412592256";"4.911813 s"
"READ";"0.7999878";"";"418158686";"?"
"READ";"0.7999878";"";"423695425";"5.043993 s"
"READ";"2.2000122";"";"429267779";"?"
"READ";"1.3999939";"";"434799522";"?"
"READ";"1.0";"";"440365112";"5.242442 s"
"READ";"0.2000122";"";"445904539";"5.308387 s"
"READ";"0.6000061";"";"451469793";"5.374640 s"
"READ";"1.0";"";"457007789";"5.440569 s"
"READ";"1.0";"";"462572833";"5.506819 s"
"READ";"0.7999878";"";"468115449";"5.572803 s"
"READ";"-4.5";"";"473682089";"?"
"READ";"0.3999939";"";"479221600";"?"
"READ";"-4.5";"";"484790763";"?"
"READ";"-0.2000122";"";"490325531";"?"
"READ";"0.6000061";"";"495892717";"5.903485 s"
"READ";"1.7999878";"";"501434703";"5.969461 s"
"READ";"-5.6666565";"";"507004199";"6.035764 s"
"READ";"1.6000061";"";"512548957";"6.101773 s"
"READ";"0.6000061";"";"518115555";"?"
"READ";"1.0";"";"523659518";"?"
"READ";"1.6000061";"";"529224145";"?"
"READ";"1.2000122";"";"534766135";"?"
"READ";"0.3999939";"";"540337101";"6.432585 s"
"READ";"2.2000122";"";"545870561";"6.498459 s"
"READ";"0.6000061";"";"551444257";"6.564813 s"
"READ";"-5.0";"";"556987797";"6.630807 s"
"READ";"1.7999878";"";"562560698";"?"
"READ";"2.0";"";"568094455";"?"
"READ";"2.600006";"";"573665464";"6.829351 s"
"READ";"-9.6666565";"";"579210098";"6.895358 s"
"READ";"3.2000122";"";"584773294";"6.961587 s"
"READ";"2.399994";"";"590312256";"7.027527 s"
"READ";"0.3999939";"";"595879232";"7.093800 s"
"READ";"-4.0";"";"601410214";"7.159645 s"
"READ";"1.2000122";"";"606982440";"?"
"READ";"-8.1666565";"";"612521783";"7.291926 s"
"READ";"2.0";"";"618098966";"7.358321 s"
"READ";"1.6000061";"";"623632348";"?"
"READ";"0.6000061";"";"629200710";"7.490485 s"
"READ";"2.0";"";"634738832";"7.556415 s"
"READ";"2.8333435";"";"640312192";"7.622764 s"
"READ";"7.0";"";"645844770";"7.688628 s"
"READ";"27.0";"";"651415190";"?"
"READ";"46.833344";"";"656948485";"7.820815 s"
"READ";"68.5";"";"662513909";"?"
"READ";"59.200012";"";"668053168";"?"
"READ";"103.66666";"";"673622582";"8.019316 s"
"READ";"98.0";"";"679166376";"8.085314 s"
"READ";"102.75";"";"684727766";"8.151521 s"
"READ";"86.0";"";"690285838";"8.217689 s"
"READ";"34.200012";"";"695836392";"8.283767 s"
"READ";"90.83334";"";"701382704";"8.349794 s"
"READ";"38.0";"";"706947541";"?"
"READ";"23.75";"";"712484322";"?"
"READ";"74.20001";"";"718050419";"?"
"READ";"71.399994";"";"723596314";"?"
"READ";"104.5";"";"729168162";"8.680573 s"
"READ";"134.16666";"";"734705234";"8.746491 s"
"READ";"86.5";"";"740272714";"8.812770 s"
"READ";"89.0";"";"745815540";"8.878756 s"
"READ";"80.83334";"";"751373150";"?"
"READ";"76.83334";"";"756915811";"?"
"READ";"63.666656";"";"762480692";"?"
"READ";"59.0";"";"768007267";"?"
"READ";"53.833344";"";"773571138";"?"
"READ";"49.166656";"";"779120141";"9.275240 s"
"READ";"41.5";"";"784683085";"9.341465 s"
"READ";"30.833344";"";"790226835";"9.407462 s"
"READ";"32.666656";"";"795773567";"9.473495 s"
"READ";"46.57144";"";"801313831";"9.539450 s"
"READ";"33.0";"";"806870391";"9.605600 s"
"READ";"25.714294";"";"812412083";"9.671572 s"
"READ";"13.6666565";"";"817986283";"?"
"READ";"5.3333435";"";"823519620";"9.803805 s"
"READ";"-1.0";"";"829087482";"?"
"READ";"-0.3333435";"";"834624474";"?"
"READ";"2.5";"";"840184608";"10.002198 s"
"READ";"6.0";"";"845723951";"?"
"READ";"-0.6666565";"";"851289205";"10.134395 s"
"READ";"-0.3333435";"";"856824177";"10.200288 s"
"READ";"0.6666565";"";"862385609";"10.266495 s"
"READ";"1.8333435";"";"867922387";"10.332409 s"
"READ";"0.1666565";"";"873485793";"10.398640 s"
"READ";"-0.3333435";"";"879028745";"10.464628 s"
"READ";"2.0";"";"884584759";"10.530771 s"
"READ";"0.1666565";"";"890121790";"10.596688 s"
"READ";"0.3333435";"";"895684860";"?"
"READ";"0.8333435";"";"901221851";"?"
"READ";"2.6666565";"";"906788496";"?"
"READ";"1.0";"";"912327254";"?"
"READ";"2.6666565";"";"917889694";"10.927258 s"
"READ";"8.8333435";"";"923428447";"10.993196 s"
"READ";"1.0";"";"928989585";"11.059400 s"
"READ";"2.0";"";"934520819";"11.125248 s"
"READ";"0.6666565";"";"940084267";"11.191479 s"
"READ";"0.3333435";"";"945624615";"11.257436 s"
"READ";"0.6666565";"";"951186299";"11.323646 s"
"READ";"-0.5";"";"956726521";"11.389601 s"
"READ";"-0.6666565";"";"962293749";"?"
"READ";"-0.1666565";"";"967825784";"11.521736 s"
"READ";"0.1666565";"";"973392050";"?"
"READ";"1.1666565";"";"978930554";"?"
"READ";"1.8333435";"";"984486824";"?"
"READ";"0.8333435";"";"990028186";"?"
"READ";"1.5";"";"995590206";"11.852264 s"
"READ";"1.3333435";"";"1001128454";"11.918196 s"
"READ";"0.8333435";"";"1006691356";"11.984421 s"
"READ";"-21.399994";"";"1012232838";"12.050391 s"
"READ";"-25.0";"";"1017791792";"12.116569 s"
"READ";"-58.83333";"";"1023318448";"12.182362 s"
"READ";"-63.83333";"";"1028876352";"12.248528 s"
"READ";"-91.33333";"";"1034405822";"12.314355 s"
"READ";"-91.0";"";"1039950664";"12.380365 s"
"READ";"-90.16667";"";"1045479253";"12.446182 s"
"READ";"-89.33333";"";"1051023885";"12.512189 s"
"READ";"-85.16667";"";"1056549663";"?"
"READ";"-59.33333";"";"1062108115";"12.644144 s"
"READ";"-65.83333";"";"1067634439";"?"
"READ";"-60.33333";"";"1073189576";"?"
"READ";"-53.16667";"";"1078728166";"?"
"READ";"-47.33333";"";"1084293966";"12.908262 s"
"READ";"-14.1666565";"";"1089827091";"12.974132 s"
"READ";"-4.6666565";"";"1095395243";"13.040420 s"
"READ";"-23.399994";"";"1100929375";"13.106302 s"
"READ";"-15.8333435";"";"1106498073";"13.172596 s"
"READ";"-40.200012";"";"1112036951";"13.238535 s"
"READ";"-28.571442";"";"1117590991";"13.304655 s"
"READ";"-16.799988";"";"1123143310";"?"
"READ";"11.6666565";"";"1128707183";"?"
"READ";"17.666656";"";"1134238925";"?"
"READ";"20.666656";"";"1139805229";"13.569110 s"
"READ";"16.833344";"";"1145345245";"13.635062 s"
"READ";"10.8333435";"";"1150908987";"13.701297 s"
"READ";"17.799988";"";"1156442111";"13.767168 s"
"READ";"5.4285583";"";"1162001023";"13.833346 s"
"READ";"12.3333435";"";"1167535617";"13.899234 s"
"READ";"9.0";"";"1173106583";"13.965555 s"
"READ";"-12.0";"";"1178642815";"14.031462 s"
"READ";"-13.1666565";"";"1184213193";"?"
"READ";"-34.399994";"";"1189746824";"14.163653 s"
"READ";"-10.8333435";"";"1195313427";"?"
"READ";"-4.3333435";"";"1200846680";"?"
"READ";"-8.200012";"";"1206409249";"?"
"READ";"-10.200012";"";"1211948553";"?"
"READ";"7.799988";"";"1217508767";"14.494152 s"
"READ";"-9.600006";"";"1223049157";"14.560109 s"
"READ";"7.200012";"";"1228611891";"14.626332 s"
"READ";"6.200012";"";"1234147535";"14.692233 s"
"READ";"-3.600006";"";"1239709849";"14.758451 s"
"READ";"-20.0";"";"1245252633";"14.824436 s"
"READ";"-62.0";"";"1250814233";"14.890646 s"
"READ";"-60.199997";"";"1256349165";"14.956538 s"
"READ";"-86.399994";"";"1261905683";"?"
"READ";"-106.5";"";"1267434862";"15.088510 s"
"READ";"-128.83333";"";"1272995202";"?"
"READ";"-133.83333";"";"1278513419";"15.220398 s"
"READ";"-151.33333";"";"1284069097";"15.286537 s"
"READ";"-162.28572";"";"1289583447";"15.352184 s"
"READ";"-169.28572";"";"1295131523";"15.418232 s"
"READ";"-173.42857";"";"1300654027";"?"
"READ";"-176.57143";"";"1306193498";"?"
"READ";"-177.57143";"";"1311701845";"15.615498 s"
"READ";"-177.7143";"";"1317229929";"15.681309 s"
"READ";"-174.7143";"";"1322738066";"?"
"READ";"-171.71428";"";"1328273545";"?"
"READ";"-168.28572";"";"1333782732";"15.878366 s"
"READ";"-159.85715";"";"1339328330";"15.944385 s"
"READ";"-147.42857";"";"1344860530";"16.010244 s"
"READ";"-132.28572";"";"1350418098";"16.076406 s"
"READ";"-123.0";"";"1355945804";"16.142212 s"
"READ";"-111.5";"";"1361502196";"16.208359 s"
"READ";"-102.16667";"";"1367033724";"16.274211 s"
"READ";"-93.16667";"";"1372591082";"16.340370 s"
"READ";"-82.0";"";"1378124794";"16.406248 s"
"READ";"-83.0";"";"1383689628";"16.472496 s"
"READ";"-76.66667";"";"1389223508";"16.538375 s"
"READ";"-68.16667";"";"1394784814";"16.604581 s"
"READ";"-51.71428";"";"1400318360";"16.670457 s"
"READ";"-52.33333";"";"1405885546";"?"
"READ";"-46.16667";"";"1411423965";"?"
"READ";"-39.833344";"";"1416994052";"16.868977 s"
"READ";"-14.799988";"";"1422529071";"?"
"READ";"-6.0";"";"1428095585";"17.001138 s"
"READ";"3.399994";"";"1433631565";"17.067042 s"
"READ";"9.399994";"";"1439196819";"17.133295 s"
"READ";"8.0";"";"1444735865";"17.199236 s"
"READ";"9.600006";"";"1450303765";"17.265521 s"
"READ";"8.399994";"";"1455840040";"17.331429 s"
"READ";"8.200012";"";"1461403866";"?"
"READ";"9.399994";"";"1466948291";"?"
"READ";"1.3333435";"";"1472510566";"?"
"READ";"9.0";"";"1478049743";"?"
"READ";"9.200012";"";"1483614703";"17.662080 s"
"READ";"1.1666565";"";"1489147366";"17.727945 s"
"READ";"3.5";"";"1494720810";"17.794295 s"
"READ";"10.5";"";"1500256496";"17.860196 s"
"READ";"19.833344";"";"1505816458";"17.926386 s"
"READ";"20.666656";"";"1511347482";"17.992232 s"
"READ";"34.0";"";"1516915592";"18.058519 s"
"READ";"43.0";"";"1522449894";"18.124404 s"
"READ";"56.833344";"";"1528021157";"?"
"READ";"69.33334";"";"1533551806";"?"
"READ";"83.83334";"";"1539118113";"?"
"READ";"99.16666";"";"1544661279";"?"
"READ";"73.600006";"";"1550227583";"18.455090 s"
"READ";"115.85715";"";"1555774315";"18.521123 s"
"READ";"123.16666";"";"1561338183";"18.587359 s"
"READ";"126.66666";"";"1566883487";"18.653375 s"
"READ";"123.0";"";"1572445675";"?"
"READ";"97.5";"";"1577986824";"?"
"READ";"117.16666";"";"1583552796";"?"
"READ";"79.20001";"";"1589094745";"?"
"READ";"106.16666";"";"1594654161";"18.983978 s"
"READ";"96.0";"";"1600193753";"19.049926 s"
"READ";"95.79999";"";"1605763459";"19.116232 s"
"READ";"111.0";"";"1611303597";"19.182186 s"
"READ";"79.16666";"";"1616877251";"?"
"READ";"97.33334";"";"1622411512";"19.314423 s"
"READ";"89.0";"";"1627987939";"?"
"READ";"84.5";"";"1633525017";"?"
"READ";"79.33334";"";"1639102451";"19.513124 s"
"READ";"71.16666";"";"1644624742";"19.578866 s"
"READ";"43.57144";"";"1650192978";"19.645155 s"
"READ";"55.833344";"";"1655730638";"19.711079 s"
"READ";"56.666656";"";"1661294464";"19.777315 s"
"READ";"36.333344";"";"1666839390";"19.843326 s"
"READ";"38.0";"";"1672403217";"?"
"READ";"29.166656";"";"1677944282";"?"
"READ";"8.714294";"";"1683509875";"?"
"READ";"1.8571472";"";"1689054216";"?"
"READ";"9.8333435";"";"1694639882";"20.174284 s"
"READ";"3.7999878";"";"1700176786";"20.240200 s"
"READ";"-49.800003";"";"1705739142";"20.306418 s"
"READ";"-28.333344";"";"1711277896";"20.372356 s"
"READ";"-32.857147";"";"1716856885";"?"
"READ";"-27.142853";"";"1722397744";"?"
"READ";"-8.0";"";"1727963334";"20.570992 s"
"READ";"0.0";"";"1733497676";"20.636877 s"
"READ";"-22.5";"";"1739068390";"20.703195 s"
"READ";"13.5";"";"1744607310";"20.769135 s"
"READ";"16.5";"";"1750180334";"?"
"READ";"20.5";"";"1755718879";"20.901415 s"
"READ";"33.799988";"";"1761283551";"?"
"READ";"26.600006";"";"1766819955";"?"
"READ";"19.0";"";"1772385671";"21.099829 s"
"READ";"14.0";"";"1777938199";"21.165931 s"
"READ";"2.8333435";"";"1783493415";"21.232064 s"
"READ";"-4.8333435";"";"1789041491";"21.298113 s"
"READ";"-9.3333435";"";"1794606535";"21.364364 s"
"READ";"-20.200012";"";"1800144532";"21.430292 s"
"READ";"-37.666656";"";"1805714618";"?"
"READ";"-37.0";"";"1811247241";"?"
"READ";"-18.833344";"";"1816812540";"?"
"READ";"-23.428558";"";"1822354993";"?"
"READ";"3.5";"";"1827920079";"21.760953 s"
"READ";"9.3333435";"";"1833455681";"21.826853 s"
"READ";"24.600006";"";"1839020263";"21.893098 s"
"READ";"10.1666565";"";"1844557713";"21.959020 s"
"READ";"9.6666565";"";"1850124143";"22.025287 s"
"READ";"3.8333435";"";"1855665961";"22.091261 s"
"READ";"7.5";"";"1861235207";"?"
"READ";"6.6666565";"";"1866774634";"?"
"READ";"5.3333435";"";"1872335691";"?"
"READ";"5.1666565";"";"1877881965";"22.355738 s"
"READ";"5.5";"";"1883447597";"22.421995 s"
"READ";"7.0";"";"1888980805";"22.487867 s"
"READ";"5.3333435";"";"1894551225";"22.554181 s"
"READ";"6.6666565";"";"1900087919";"22.620094 s"
"READ";"6.1666565";"";"1905644353";"22.686242 s"
"READ";"6.3333435";"";"1911186507";"22.752220 s"
"READ";"6.0";"";"1916760710";"?"
"READ";"6.3333435";"";"1922299677";"?"
"READ";"6.3333435";"";"1927868165";"22.950811 s"
"READ";"8.0";"";"1933405995";"23.016738 s"
"READ";"7.0";"";"1938973475";"23.083018 s"
"READ";"5.6666565";"";"1944508237";"23.148908 s"
"READ";"6.3333435";"";"1950085419";"23.215303 s"
"READ";"5.8333435";"";"1955621316";"23.281206 s"
"READ";"6.8333435";"";"1961192369";"?"
"READ";"5.6666565";"";"1966726966";"?"
"READ";"6.5";"";"1972299192";"23.479752 s"
"READ";"7.8333435";"";"1977839501";"23.545708 s"
"READ";"6.6666565";"";"1983409333";"23.612016 s"
"READ";"5.8333435";"";"1988949219";"23.677967 s"
"READ";"8.0";"";"1994519345";"23.744278 s"
"READ";"6.5";"";"2000052050";"23.810143 s"
"READ";"7.0";"";"2005629655";"?"
"READ";"6.0";"";"2011165135";"?"
"READ";"5.8333435";"";"2016731734";"24.008711 s"
"READ";"7.1666565";"";"2022275527";"24.074709 s"
"READ";"7.5";"";"2027843301";"24.140992 s"
"READ";"6.6666565";"";"2033382179";"24.206931 s"
"READ";"7.0";"";"2038952725";"24.273247 s"
"READ";"6.5";"";"2044492024";"24.339191 s"
"READ";"7.1666565";"";"2050067235";"?"
"READ";"7.5";"";"2055605405";"?"
"READ";"7.1666565";"";"2061170659";"24.537746 s"
"READ";"6.3333435";"";"2066710713";"24.603699 s"
"READ";"9.0";"";"2072269919";"24.669880 s"
"READ";"7.1666565";"";"2077813543";"24.735876 s"
"READ";"4.8333435";"";"2083380687";"24.802151 s"
"READ";"7.3333435";"";"2088924773";"24.868152 s"
"READ";"7.3333435";"";"2094490532";"?"
"READ";"7.6666565";"";"2100030631";"?"
"READ";"7.3333435";"";"2105597485";"25.066637 s"
"READ";"6.5";"";"2111129523";"?"
